10,Couldn't hear his voice one last time: Celina on dad's death,"Celina Jaitly, who lost her father recently, said that she regrets not reaching in time to meet him one last time. She was in Dubai when her father passed away and reached in time for his last rites. Celina added, ""No matter how much you think you are prepared for the inevitable, you are never ready for a parent's loss."" ",Ankush Verma,"06 Jul 2017,Thursday",http://www.hindustantimes.com/bollywood/celina-jaitley-on-her-unborn-twins-and-dad-s-death-i-feel-my-father-is-coming-back/story-UocnJOUvJjF972ilBbPEqM.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499351795161_103.jpg?resize=400px:*')"">
</div>"
11,Experience in Parliament enriches my acting: BJP MP Paresh,"BJP MP-actor Paresh Rawal has said that his experience in the Parliament helps enrich him as an actor. The National-Award winning actor added that he's an actor first before being a politician. Paresh started his career with negative roles in Telugu films and gained popularity for his comedy films like 'Hera Pheri' (2000), 'Hulchul' (2004), among others.",Ankush Verma,06 Jul,http://www.newindianexpress.com/entertainment/hindi/2017/jul/06/experience-in-parliament-enriches-my-acting-says-paresh-rawal-1624978.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499337524438_114.jpg?resize=400px:*')"">
</div>"
12,Delhi govt takes redBus to court for listing illegal buses,The Delhi government has registered a case against online booking platform 'redBus' for issuing tickets on buses running illegally in the city. A redBus spokesperson has claimed that the portal is merely an intermediary between the marketplace and consumers and that the bus operators listed on its website provide an undertaking that they have the requisite permits and licences. ,Deepali Aggarwal,"06 Jul 2017,Thursday",http://www.hindustantimes.com/delhi-news/delhi-govt-takes-online-portal-redbus-to-court-for-listing-illegal-buses/story-eH0Sz2GjK8UVV3ML8YwgCL.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499342450730_506.jpg?resize=400px:*')"">
</div>"
13,1713 trees to be felled for new exhibition centre in Delhi ,"As many as 1713 trees may be felled to build a new exhibition-cum-convention centre at Delhi's Pragati Maidan. Although officials involved in the project said they will plant ten times the number of trees felled, environmental activists expressed concern as over 15,000 trees have been reportedly felled in the capital over the last three years.",Deepali Aggarwal,06 Jul,http://www.hindustantimes.com/delhi-news/1713-trees-to-make-way-for-new-exhibition-centre-at-pragati-maidan/story-tDrI4ALjR9iino5HSTi9GI.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499359882394_424.jpg?resize=400px:*')"">
</div>"
14,Manpreet wins 1st gold for India at Asian Athletics C'ships,"India's Manpreet Kaur bagged the gold medal in women's shot-put on the opening day of the Asian Athletics Championships 2017 in Bhubaneswar on Thursday. The 27-year-old from Ambala claimed the gold by recording a 18.28m attempt. Meanwhile, 34-year-old Vikas Gowda won the bronze medal in the men's discus throw finals but failed to qualify for World Championships.",Krishna Veera Vanamali,"06 Jul 2017,Thursday",http://www.ibtimes.co.in/dutee-chand-bosses-100m-race-event-asian-athletics-championships-2017-day-1-733660,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499355941683_792.jpg?resize=400px:*')"">
</div>"
15,SL chase down 300+ ODI score for first time at home,"Sri Lanka on Thursday chased down Zimbabwe's 310 in the third ODI, to record their first-ever successful chase of over 300 runs at home. Before this, SL's highest successful chase in SL was 289/4 against Pakistan in 2009. Interestingly, Zimbabwe had become the first-ever team to chase down a 300-plus total in SL in the first match of the series.",Krishna Veera Vanamali,06 Jul,http://www.hindustantimes.com/cricket/hamilton-masakadza-ton-lifts-zimbabwe-vs-sri-lanka-in-3rd-odi/story-O1tj23CGQ4HUIEkmmjpM5H.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499350518942_735.jpg?resize=400px:*')"">
</div>"
16,Kerala HC scraps wedding of Muslim man to Hindu woman,"Kerala High Court has scrapped the wedding of a Muslim man to a Hindu woman and labelled it as a case of 'love jihad', a term used to describe the alleged Islamist practice to convert Hindu women. The man has now moved the Supreme Court, terming the HC's order as ""an insult to the independence of women in India"".",Deepali Aggarwal,"06 Jul 2017,Thursday",http://www.hindustantimes.com/india-news/not-love-jihad-muslim-man-moves-sc-as-kerala-hc-scraps-wedding-to-hindu-woman/story-CnhLS8nbPwNnBvIl1EkzKO.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499350239911_920.jpg?resize=400px:*')"">
</div>"
17,"Karnataka doubles rent to ₹1,000/month for legislators","Karnataka's Assembly Secretariat has decided to double the room rent at Legislators' Home (LH) in Bengaluru. Even after the increase, current and former MLAs and MLCs can avail a room for ₹1,000 per month and a guest room can be availed for ₹2,000 per month. Reportedly, the step was taken to curb the entry of unauthorised persons.",Deepali Aggarwal,06 Jul,http://www.newindianexpress.com/cities/bengaluru/2017/jul/06/legislators-home-rent-to-double-but-will-still-pay-a-pittance-1624876.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499352738198_916.jpg?resize=400px:*')"">
</div>"
18,Congress slams AAP govt for delaying Delhi Metro Phase IV,"The Congress on Tuesday slammed the AAP government for delaying the fourth phase of the Delhi Metro project by not paying its due share of taxes. In cities where Metro rail projects are joint ventures, the state governments concerned are mandated to pay both state taxes as well as their share of subordinate debt, a Delhi Congress spokesperson said.",Rini Sinha,"06 Jul 2017,Thursday",http://indiatoday.intoday.in/story/cong-slams-aap-govt-for-delaying-delhi-metros-phase-iv/1/994292.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499345672348_562.jpg?resize=400px:*')"">
</div>"
19,20-year-old woman stabbed by stalker in Bengaluru,"A 20-year-old Bengaluru woman on Wednesday was allegedly stabbed in the hand by a man who had been stalking her. The stalker had demanded that she get into a relationship only with him and she ignored him. According to the police, she had repeatedly received calls with similar demands from the accused for four days before the incident. ",Rini Sinha,06 Jul,http://www.newindianexpress.com/cities/bengaluru/2017/jul/06/20-year-old-bengaluru-girl-stabbed-by-stalker-1625089.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499353337532_132.jpg?resize=400px:*')"">
</div>"
20,Real estate project launches in Mumbai down by 36%: Report,"New real estate project launches in the Mumbai Metropolitan Region (MMR) went down by 36% during January-June 2017, according to reports. The number of new launches dipped to 15,763 units this year, compared to 24,450 during the same period in 2016. Notably, sales have also decreased to 32,077, down by 8% from last year.",Tanya Dhingra,"06 Jul 2017,Thursday",http://www.hindustantimes.com/mumbai-news/real-estate-sector-slowdown-new-development-projects-in-mumbai-dip-by-36-per-cent/story-616xJ6varJf5N5B21lv0MJ.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499345113419_185.jpg?resize=400px:*')"">
</div>"
21,Ex-PM Blair wasn't straight with nation over Iraq war: Probe,"Former UK PM Tony Blair was not ""straight with the nation"" about his decisions in the run-up to Iraq's invasion in 2003, Chairman of the public inquiry into the war, Sir John Chilcot said.  The war to topple former Iraqi dictator Saddam Hussein was based on ""flawed"" intelligence as Hussein posed ""no imminent threat"" at that time, Chilcot added.",Tanya Dhingra,06 Jul,https://www.theguardian.com/politics/2017/jul/06/chilcot-tony-blair-was-not-straight-with-the-nation-over-iraq-war,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499330653445_884.jpg?resize=400px:*')"">
</div>"
22,Bill Gates calls for stopping migrants from reaching Europe,"In an interview, Microsoft Co-founder Bill Gates has called for action to make it more difficult for Africans to reach Europe via the current transit routes. He said the generosity shown by countries towards refugees led ""more people to leave Africa"". He suggested that increasing aid to African countries may reduce the ""enormous migratory pressure"" on Europe.",Rini Sinha,"06 Jul 2017,Thursday",https://www.rt.com/news/395356-migrants-overwhelm-europe-gates/,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499352126384_994.jpg?resize=400px:*')"">
</div>"
23,EU Parliament votes to suspend Turkish accession talks,The European Parliament on Thursday voted in favour of suspending Turkey's EU accession talks if the country goes ahead with the planned constitutional reform which would grant sweeping powers to President Recep Tayyip Erdoğan. This comes after Turkey rejected proposals to drop its 12-year-old EU membership bid in favour of cooperation in other areas instead of accession talks.,Rini Sinha,06 Jul,https://www.rt.com/news/395453-eu-turkey-accession-suspend/,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499341874562_213.jpg?resize=400px:*')"">
</div>"
24,Investor in Shkreli fund made millions despite false claims,"An investor of former Turing Pharmaceuticals CEO Martin Shkreli's hedge fund, in a testimony revealed that despite investing under Shkreli's false claims, he eventually made millions of dollars from the investment. Shkreli, who is now facing a fraud trial, had paid off the investors through an agreement in which he gave them shares in his drug company Retrophin.",Niharika Prabhakar,"06 Jul 2017,Thursday",http://in.reuters.com/article/usa-crime-shkreli-idINKBN19Q2H4,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499345800831_982.jpg?resize=400px:*')"">
</div>"
25,Man dies in West Bengal communal violence over Facebook post,"A 65-year-old Hindu man died of stab wounds on Thursday in West Bengal's Basirhat region, where communal clashes began three days ago over a controversial Facebook post. This was the first death due to violence that has injured at least 23 people. Reports said angry mobs set tyres on fire and sounds of local-made bombs exploding could also be heard.",Niharika Prabhakar,06 Jul,http://www.hindustantimes.com/kolkata/hindu-man-dies-in-west-bengal-violence-clashes-erupt-in-basirhat-again/story-O1j8VjMqPCdgSdCYQRyVVJ.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499346876314_465.jpg?resize=400px:*')"">
</div>"
26,Ranveer's statue unveiled at wax museum in Paris on birthday,"A wax statue of actor Ranveer Singh, who turned 32 today, was unveiled at the Grévin wax museum in Paris. Ranveer is the third Bollywood celebrity after Shah Rukh Khan and Aishwarya Rai to get a statue at the museum. ""It's a truly special birthday present and one that will always bring back beautiful memories of Paris,"" said Ranveer.",Niharika Prabhakar,"06 Jul 2017,Thursday",https://www.pinkvilla.com/entertainment/photos/382063/ranveer-singh-immortalized-paris-grevin-wax-museum,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499347737186_605.jpg?resize=400px:*')"">
</div>"
27,"Singapore world's most cybersecure country, India ranked 25","A UN survey has revealed that Singapore is the most cybersecure country in the world, followed by the US, Malaysia, Oman, and Estonia. India ranked 25th in the survey, one place ahead of Germany. The rankings were based on countries' legal, technical, and organisational institutions, their educational and research capabilities, and their cooperation in information-sharing networks.
",Niharika Prabhakar,06 Jul,https://www.rt.com/news/395390-singapore-cyber-security-un/,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499346740995_544.jpg?resize=400px:*')"">
</div>"
28,Stallone used to clean lion cage at zoo before H'wood career,"Actor Sylvester Stallone, who turned 71 today, used to clean up the cages of lions at the Central Park Zoo in New York before the start of his Hollywood career. He also worked as an usher at a movie theatre and was also a hairdresser during his days of struggle. Stallone is most known for films like Rocky and Rambo.",Anmol Sharma,"06 Jul 2017,Thursday",https://www.biography.com/people/sylvester-stallone-9491745,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499351204520_517.jpg?resize=400px:*')"">
</div>"
29,Subramanian shares pic of Rajinikanth at casino in US,"BJP MP Subramanian Swamy has shared a picture on Twitter of actor Rajinikanth at a casino in the US, where he is said to be playing poker. Swamy, while slamming the actor for 'gambling', further wrote on Twitter, ""What is his ailment for which he has to go to US?"" Rajinikanth is reportedly in USA for his regular medical check-up.",Anmol Sharma,06 Jul,http://indiatoday.intoday.in/story/subramanian-swamy-slams-rajnikanth-for-gambling-politics/1/995670.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499343459785_419.jpg?resize=400px:*')"">
</div>"
30,Woman claims startup fired her on reports of lesbian wedding,"A Bengaluru woman has accused furniture startup Zefo of firing her after a channel claimed she had married another woman, showing blurred pictures from her Facebook profile. Zefo allegedly told her she was being ousted as the HR knew it was her who was ""making rounds in media"". Legal action for wrongful termination has been initiated against the startup.",Anmol Sharma,"06 Jul 2017,Thursday",http://www.thenewsminute.com/article/e-commerce-company-zefo-fires-bengaluru-woman-after-news-reports-her-lesbian-wedding-64768,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499345170283_810.jpg?resize=400px:*')"">
</div>"
31,Burhan Wani rally in UK cancelled after India protest,UK's Birmingham City Council has withdrawn the permission for a rally to commemorate the death anniversary of Hizbul Mujahideen commander Burhan Wani on July 8 after India issued an informal diplomatic note against the rally. Wani was killed by the Indian security forces last year in 2016 following which a four-month long unrest erupted across the Kashmir valley.,Anmol Sharma,06 Jul,http://www.hindustantimes.com/world-news/burhan-wani-rally-in-uk-cancelled-after-india-protest/story-zdbbWJ0Mtfx2bEz1FkIRML.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499347515802_466.jpg?resize=400px:*')"">
</div>"
32,Petya hackers demand ₹1.7 crore in 1st statement post attack,"The group responsible for Petya ransomware, which affected 65 countries, has demanded Bitcoins worth ₹1.7 crore in its first statement since the attack in late June. The hackers offered the private encryption key to unlock files that were locked by Petya in exchange for the amount. However, the virus deleted certain files which are impossible to recover from infected systems.",Chhavi Tyagi,"06 Jul 2017,Thursday",https://www.theverge.com/2017/7/5/15922216/petya-notpetya-ransomware-authors-bitcoin-demand-decrypt,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499347836825_920.jpg?resize=400px:*')"">
</div>"
33,SpaceX launches one of its heaviest payloads in the 3rd try,"Elon Musk-led space exploration startup SpaceX on Wednesday launched one of its heaviest payloads aboard its Falcon 9 rocket. The successful launch came after efforts were aborted 10 seconds before launch on both, Sunday and Tuesday. With the launch, SpaceX deployed Boeing's Intelsat 35e satellite to its target geostationary transfer orbit.",Chhavi Tyagi,06 Jul,https://techcrunch.com/2017/07/05/spacex-successfully-launches-third-falcon-9-in-under-2-weeks/,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499349545058_218.jpg?resize=400px:*')"">
</div>"
34,"Boko Haram kidnaps 40 women, slaughters villagers in Niger","Nigeria-based terror group Boko Haram has abducted around forty women and slit the throats of people in a village in Niger which lies 50 km across the Nigerian border. The village most likely became the target of the attack because of its resistance to jihadist rule, officials said. Security forces have launched a search operation for the captives. ",Parmeet Kaur,"06 Jul 2017,Thursday",https://www.rt.com/news/395310-boko-haram-women-kidnapped/,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/5jul/inshorts_image_1499255213884_226.jpg?resize=400px:*')"">
</div>"
35,United forced woman to give up kid's paid seat and hold him,"A United Airlines passenger was forced to give up her 27-month-old son's seat and hold him for over three hours during the flight. Shirley Yamauchi had to pay $1,000 for her son's seat because children over the age of two are required to have their own seat. The airline gave the seat to another passenger who was on standby.",Parmeet Kaur,06 Jul,http://fortune.com/2017/07/05/united-airlines-shirley-yamauchi-toddler-seat/,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499344176558_206.jpg?resize=400px:*')"">
</div>"
36,"India, Israel launch ₹258 cr tech fund during PM Modi visit","India and Israel launched a $40 million (over ₹258 crore) technology fund during PM Modi's visit to the country. The Israel India Innovation Initiative Fund, or I4F, will receive $4 million a year from each government for five years. The fund is aimed at encouraging Indians to invest in Israel’s technology ecosystem and to open development centres in Israel.",Niharika Prabhakar,"06 Jul 2017,Thursday",http://www.livemint.com/Companies/vaajEarD5cMqKnk8Kb6O4L/Israel-India-launch-tech-fund-during-Narendra-Modi-visit.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499337011768_570.jpg?resize=400px:*')"">
</div>"
37,Quit by 10 AM tomorrow or get fired: Tech Mahindra to worker,"A Tech Mahindra employee was asked by an HR executive to resign by 10 AM the next day or else face termination, an audio clip revealed. The executive told him that this was part of cost optimisation. When the employee tried to reason with her, she told him the company reserves all rights to let associates go whenever it wants.",Niharika Prabhakar,06 Jul,http://indiatoday.intoday.in/technology/story/it-employee-gets-fired-for-cost-optimisation-uploads-conversation-with-hr-on-soundcloud/1/995748.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499347633135_187.jpg?resize=400px:*')"">
</div>"
38,The Goggle Song from Arjun Kapoor's Mubarakan released,"The Goggle Song, a new song from the Arjun Kapoor and Anil Kapoor starrer Mubarakan has been released. The song has been sung by Sonu Nigam, Armaan Malik, Amaal Mallik, Tulsi Kumar, Neeti Mohan, with music by Amaal Mallik and lyrics by Kumaar. Directed by Anees Bazmee, Mubarakan is scheduled to release on July 28. ",Niharika Prabhakar,"06 Jul 2017,Thursday",https://www.youtube.com/watch?v=XyH6OwVFro4,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499341213315_436.jpg?resize=400px:*')"">
</div>"
39,Spider-Man actor sings parody film Desi Spiderman's song,"Spider-Man: Homecoming actor Tom Holland has sung a line in Hindi from a song that features in the parody film Desi Spiderman. ""Spiderman Spiderman tu ne churaya mere dil ka chain,"" sings Tom with the help of stand-up comedian Sahil Shah. Tom added that he wants to play an Indian Spider-Man but thinks an Indian actor should play that role.",Niharika Prabhakar,06 Jul,https://www.youtube.com/watch?v=ltdSwenVJAE&t=2m31s,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499337120750_339.jpg?resize=400px:*')"">
</div>"
40,Censorship is outdated concept: Akshaye on 'intercourse' row,"Akshaye Khanna, while discussing the censoring of the word 'intercourse' in television promo of Jab Harry Met Sejal, said censorship is an outdated concept and is unacceptable to a majority of the society. Akshaye added, ""You can't necessarily say that certain content can't be part of...a film or TV...if everyone else in the world can watch it, so can we.""",Parmeet Kaur,"06 Jul 2017,Thursday",https://www.pinkvilla.com/entertainment/news/381957/akshaye-khanna-censorship-its-outdated-concept-completely-unacceptable,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499338237812_719.jpg?resize=400px:*')"">
</div>"
41,Rajinikanth's 1st video selfie on US road trip shared online,"Actor Rajinikanth's first video selfie recorded during a road trip in the US on a Ferrari has been shared online. The 66-year-old actor can be seen asking the man in the driving seat, ""I have to press the red button, right?"" Rajinikanth and his elder daughter Aishwaryaa R Dhanush are currently in the US for the actor's regular medical check-up.",Parmeet Kaur,06 Jul,https://www.youtube.com/watch?v=2dg0AeGROMg,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499354025268_631.jpg?resize=400px:*')"">
</div>"
42,I'm gay man right now just without the physical act: Andrew,"Actor Andrew Garfield, while talking about the effect his gay role in the play 'Angels in America' had on him, said, ""I am a gay man right now just without the physical act."" However, Andrew clarified he is not gay in real life while adding, ""Maybe I'll have an awakening later in my life, which I'm sure will be wonderful.""
",Deepali Aggarwal,"06 Jul 2017,Thursday",http://www.hindustantimes.com/hollywood/andrew-garfield-says-he-is-a-gay-man-right-now-without-any-physical-acts/story-etqcCNsAlRovBdFYcae8TO.html,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499333858743_251.jpg?resize=400px:*')"">
</div>"
43,"Bengaluru may get 4,000 public-sharing bicycles with GPS","Karnataka's Urban Land Transport Directorate has proposed the introduction of 4,000 GPS-equipped public-sharing bicycles at a cost of about ₹60 crore in Bengaluru. It also proposed setting up 350 docking points, including four at metro stations, for the bicycles. This comes after Chief Minister Siddaramaiah proposed the idea of a bicycle sharing system in his budget speech. ",Deepali Aggarwal,06 Jul,http://www.thenewsminute.com/article/get-ready-bicycle-sharing-bengaluru-these-4-metro-stations-will-get-docking-points-64725,"<div class=""news-card-image"" style=""background-image: url('http://images.newsinshorts.com.edgesuite.net/app_assets/images/2017/6jul/inshorts_image_1499356448248_195.jpg?resize=400px:*')"">
</div>"
